"player","salary","season"
"James Michael McAdoo",332364,2015
"Metta World Peace",320031,2015
"JaMychal Green",313261,2015
"Shannon Brown",276265,2015
"Alex Kirk",275061,2015
"Kalin Lucas",221470,2015
"Elliot Williams",206754,2015
"Bryce Cotton",194835,2015
"Jack Cooley",194833,2015
"Brandon Davies",166001,2015
"Earl Clark",160148,2015
"Lester Hudson",142795,2015
"Tim Frazier",137529,2015
"Will Cherry",136419,2015
"Jabari Brown",133709,2015
"Jarvis Varnado",96009,2015
"Drew Gordon",94290,2015
"Jerel McNeal",76405,2015
"David Stockton",76405,2015
"Larry Drew II",68763,2015
"Chris Babb",61481,2015
"Vander Blue",61481,2015
"Dwight Buycks",61481,2015
"Arinze Onuaku",61481,2015
"Seth Curry",61481,2015
"Malcolm Lee",48242,2015
"Sim Bhullar",44804,2015
"Jarell Eddie",38202,2015
"Sean Kilpatrick",38202,2015
"David Wear",38202,2015
"Josh Davis",25602,2015
"Kobe Bryant",31963580,2016
"LeBron James",29368777,2016
"Carmelo Anthony",29246676,2016
"Dwight Howard",28587413,2016
"Joe Johnson",28523459,2016
"Chris Bosh",28374364,2016
"Kevin Durant",28091960,2016
"Chris Paul",27448654,2016
"Derrick Rose",25689851,2016
"Dwyane Wade",25570864,2016
"Brook Lopez",25173237,2016
"Kevin Love",25173237,2016
"DeAndre Jordan",25173237,2016
"Marc Gasol",25173237,2016
"LaMarcus Aldridge",25173237,2016
"Blake Griffin",24117002,2016
"Paul Millsap",23872523,2016
"David Lee",21889651,2016
"Paul George",21607380,2016
"Russell Westbrook",21408206,2016
"Jimmy Butler",20977698,2016
"Kyrie Irving",20977698,2016
"Wesley Matthews",20977698,2016
"Greg Monroe",20977698,2016
"Enes Kanter",20977698,2016
"Kawhi Leonard",20977698,2016
"Tobias Harris",20456691,2016
"James Harden",20097500,2016
"Roy Hibbert",19835359,2016
"Eric Gordon",19835359,2016
"Klay Thompson",19818698,2016
"Gordon Hayward",19701801,2016
"Chandler Parsons",19640341,2016
"Goran Dragic",18900704,2016
"DeMarcus Cousins",18831463,2016
"John Wall",18831463,2016
"Khris Middleton",18794585,2016
"Draymond Green",18233138,2016
"Tristan Thompson",18232026,2016
"Danilo Gallinari",17899605,2016
"Reggie Jackson",17788428,2016
"DeMarre Carroll",17388187,2016
"Al Jefferson",17260333,2016
"Eric Bledsoe",17260333,2016
"Brandon Knight",17260333,2016
"Tony Parker",17180424,2016
"Joakim Noah",17132479,2016
"JaVale McGee",16967500,2016
"Tyson Chandler",16621062,2016
"Nenê",16621062,2016
"Ricky Rubio",16237499,2016
"Robin Lopez",16173571,2016
"Ty Lawson",15910896,2016
"Rudy Gay",15857900,2016
"Serge Ibaka",15662154,2016
"Nikola Pekovic",15470373,2016
"Al Horford",15342518,2016
"Amir Johnson",15342518,2016
"Kemba Walker",15342518,2016
"Andrew Bogut",15342518,2016
"Kyle Lowry",15342518,2016
"Derrick Favors",15342518,2016
"Nicolas Batum",15164481,2016
"Andre Iguodala",14972324,2016
"Stephen Curry",14538041,2016
"Nikola Vucevic",14383611,2016
"Thaddeus Young",14365654,2016
"Kenneth Faried",14365654,2016
"Marcin Gortat",14341919,2016
"Jrue Holiday",14063975,2016
"Deron Williams",13877001,2016
"Tyreke Evans",13724632,2016
"Wilson Chandler",13360058,2016
"Monta Ellis",13168995,2016
"Anderson Varejao",12988175,2016
"Luol Deng",12979274,2016
"Gerald Wallace",12920772,2016
"Zach Randolph",12785432,2016
"Danny Green",12785432,2016
"Mike Conley",12376298,2016
"Rajon Rondo",12146160,2016
"DeMar DeRozan",12146160,2016
"Alec Burks",11779837,2016
"Omer Asik",11779836,2016
"Jeff Green",11762597,2016
"Lance Stephenson",11506889,2016
"Iman Shumpert",11492524,2016
"Tiago Splitter",10867617,2016
"Taj Gibson",10867617,2016
"Kevin Garnett",10867617,2016
"Ryan Anderson",10867617,2016
"Brandon Jennings",10668800,2016
"Dirk Nowitzki",10654526,2016
"Corey Brewer",10521611,2016
"Trevor Ariza",10484054,2016
"Channing Frye",10475141,2016
"Al-Farouq Aminu",10283188,2016
"Jeff Teague",10228345,2016
"George Hill",10228345,2016
"OJ Mayo",10228345,2016
"Arron Afflalo",10228345,2016
"Markieff Morris",10228345,2016
"Ersan Ilyasova",10100491,2016
"Avery Bradley",9883570,2016
"Kosta Koufos",9844782,2016
"Boris Diaw",9589074,2016
"Pau Gasol",9523561,2016
"Jose Calderon",9464815,2016
"Kevin Martin",9464382,2016
"JJ Redick",9058478,2016
"Anthony Davis",9040233,2016
"Marvin Williams",8949802,2016
"Rodney Stuckey",8949802,2016
"Louis Williams",8949802,2016
"Cory Joseph",8949802,2016
"Ed Davis",8925257,2016
"Isaiah Thomas",8838401,2016
"Josh Smith",8733621,2016
"Jae Crowder",8689129,2016
"Jason Thompson",8633655,2016
"Carl Landry",8630166,2016
"Greivis Vasquez",8438385,2016
"Aron Baynes",8310531,2016
"Patrick Beverley",8293252,2016
"Michael Kidd-Gilchrist",8094972,2016
"Jarrett Jack",8054822,2016
"Jodie Meeks",8016466,2016
"Patrick Patterson",8014772,2016
"Marco Belinelli",7748746,2016
"Gerald Henderson",7671259,2016
"Andrew Wiggins",7362721,2016
"Kyle Korver",7347121,2016
"Martell Webster",7304956,2016
"Karl-Anthony Towns",7292299,2016
"Bradley Beal",7280885,2016
"Courtney Lee",7255732,2016
"Jamal Crawford",7255732,2016
"JJ Hickson",7138634,2016
"Spencer Hawes",7087892,2016
"Nikola Mirotic",7087892,2016
"Shaun Livingston",7087892,2016
"Josh McRoberts",7087892,2016
"Mirza Teletovic",7031987,2016
"PJ Tucker",7031987,2016
"Brandan Wright",6985960,2016
"Chase Budinger",6722684,2016
"Tim Duncan",6712351,2016
"Nick Young",6672933,2016
"Zaza Pachulia",6648424,2016
"Victor Oladipo",6638861,2016
"Jabari Parker",6587617,2016
"Dion Waiters",6569704,2016
"D'Angelo Russell",6524559,2016
"Darren Collison",6410051,2016
"Jonas Jerebko",6392716,2016
"JR Smith",6392716,2016
"Marcus Morris",6392716,2016
"Chris Andersen",6392716,2016
"Tony Allen",6392716,2016
"Larry Sanders",6392716,2016
"CJ Watson",6392716,2016
"Chris Kaman",6392716,2016
"Timofey Mozgov",6328789,2016
"Mike Dunleavy",6184952,2016
"Trevor Booker",6105043,2016
"Otto Porter",5961795,2016
"Jonas Valanciunas",5958627,2016
"Joel Embiid",5915768,2016
"Anthony Bennett",5877815,2016
"Jahlil Okafor",5859154,2016
"Raymond Felton",5804586,2016
"Alexis Ajinca",5804083,2016
"Kyle Singler",5753444,2016
"Kris Humphries",5676731,2016
"Derrick Williams",5625590,2016
"CJ Miles",5618206,2016
"Mike Miller",5566939,2016
"Jameer Nelson",5555270,2016
"Mario Chalmers",5497735,2016
"Jason Smith",5497735,2016
"Jose Juan Barea",5484950,2016
"Jared Dudley",5433808,2016
"Damian Lillard",5416274,2016
"Cody Zeller",5375251,2016
"Aaron Gordon",5333673,2016
"Kristaps Porzingis",5282582,2016
"Vince Carter",5226709,2016
"Devin Harris",5182505,2016
"Thabo Sefolosha",5114172,2016
"Ian Mahinmi",5114172,2016
"Jordan Hill",5114172,2016
"Alan Anderson",5114172,2016
"Nemanja Bjelica",5050245,2016
"Harrison Barnes",4952306,2016
"Marreese Speights",4878281,2016
"Alex Len",4867567,2016
"Dante Exum",4829978,2016
"Steve Novak",4804786,2016
"Kyle O'Quinn",4794537,2016
"Nick Collison",4794537,2016
"Mario Hezonja",4783643,2016
"Terrence Ross",4543836,2016
"Lavoy Allen",4538828,2016
"Matt Barnes",4529239,2016
"Will Barton",4517518,2016
"Nerlens Noel",4420946,2016
"Marcus Smart",4386732,2016
"Evan Turner",4379662,2016
"Bojan Bogdanovic",4379662,2016
"Willie Cauley-Stein",4344847,2016
"Quincy Pondexter",4324062,2016
"Paul Pierce",4316361,2016
"Anthony Morrow",4275448,2016
"Mike Scott",4261810,2016
"Drew Gooden",4219192,2016
"Andre Drummond",4183508,2016
"Norris Cole",4096171,2016
"Patrick Mills",4091338,2016
"KJ McDaniels",4078289,2016
"Ben McLemore",4035849,2016
"Randy Foye",4008233,2016
"Julius Randle",4004704,2016
"Austin Rivers",3977287,2016
"Emmanuel Mudiay",3966347,2016
"Meyers Leonard",3932644,2016
"Jeremy Lamb",3879555,2016
"DJ Augustin",3835629,2016
"Anthony Tolliver",3835629,2016
"Brandon Bass",3835629,2016
"Jerryd Bayless",3835629,2016
"Toney Douglas",3799277,2016
"John Henson",3763034,2016
"Luis Scola",3707775,2016
"Moe Harkless",3700178,2016
"Kentavious Caldwell-Pope",3697240,2016
"Kirk Hinrich",3669419,2016
"Nik Stauskas",3668703,2016
"Udonis Haslem",3650164,2016
"Brian Roberts",3650164,2016
"Dante Cunningham",3643848,2016
"Stanley Johnson",3633568,2016
"Omri Casspi",3626186,2016
"Darrell Arthur",3597820,2016
"Kevin Seraphin",3597820,2016
"Sonny Weems",3597820,2016
"Manu Ginobili",3597820,2016
"Bismack Biyombo",3597820,2016
"Tibor Pleiss",3452066,2016
"Furkan Aldemir",3431406,2016
"Trey Burke",3398674,2016
"Noah Vonleh",3372439,2016
"Tyler Zeller",3345915,2016
"Frank Kaminsky",3340219,2016
"CJ McCollum",3228526,2016
"Elfrid Payton",3203671,2016
"Joel Anthony",3196358,2016
"Leandro Barbosa",3196358,2016
"James Johnson",3196358,2016
"Terrence Jones",3182970,2016
"Justise Winslow",3172986,2016
"Shelvin Mack",3111121,2016
"Michael Carter-Williams",3067276,2016
"Andrew Nicholson",3043691,2016
"Doug McDermott",3043495,2016
"Tony Wroten",3000433,2016
"Jordan Farmar",2929723,2016
"Evan Fournier",2925567,2016
"Steven Adams",2913851,2016
"Myles Turner",2912470,2016
"Jared Sullinger",2901347,2016
"Aaron Brooks",2876722,2016
"Trey Lyles",2863681,2016
"Ramon Sessions",2775033,2016
"Kelly Olynyk",2768250,2016
"Zach LaVine",2746771,2016
"Kendall Marshall",2742183,2016
"Jeremy Lin",2734803,2016
"Gary Neal",2734803,2016
"Miles Plumlee",2696822,2016
"Maurice Williams",2684940,2016
"Danny Granger",2684940,2016
"Steve Blake",2684940,2016
"Joe Ingles",2684940,2016
"Beno Udrih",2659964,2016
"Shabazz Muhammad",2629861,2016
"Devin Booker",2628480,2016
"TJ Warren",2609609,2016
"Perry Jones",2605934,2016
"Cameron Payne",2584600,2016
"Festus Ezeli",2568271,2016
"Kent Bazemore",2557086,2016
"DeJuan Blair",2557086,2016
"Giannis Antetokounmpo",2498222,2016
"Adreian Payne",2478890,2016
"Kelly Oubre",2455109,2016
"Jusuf Nurkic",2355076,2016
"Lucas Nogueira",2355076,2016
"Terry Rozier",2332523,2016
"Dennis Schroeder",2254583,2016
"Zoran Dragic",2245761,2016
"James Young",2237246,2016
"Rashad Vaughn",2215766,2016
"Ryan Kelly",2204528,2016
"Joffrey Lauvergne",2185949,2016
"Louis Amundson",2173523,2016
"Tyler Ennis",2125399,2016
"Sam Dekker",2104993,2016
"Lance Thomas",2092773,2016
"Sergey Karasev",2045464,2016
"Gary Harris",2029661,2016
"Jerian Grant",2010330,2016
"Tony Snell",1963688,2016
"Bruno Caboclo",1948499,2016
"Delon Wright",1929782,2016
"Shane Larkin",1917814,2016
"Wayne Ellington",1917814,2016
"James Jones",1916775,2016
"Richard Jefferson",1916775,2016
"Charlie Villanueva",1916775,2016
"Samuel Dalembert",1916775,2016
"Jason Terry",1916775,2016
"Metta World Peace",1916775,2016
"Amare Stoudemire",1916775,2016
"Tayshaun Prince",1916775,2016
"Kendrick Perkins",1916775,2016
"Ronnie Price",1916775,2016
"Caron Butler",1916775,2016
"Rasual Butler",1916775,2016
"Matt Bonner",1916775,2016
"David West",1916775,2016
"Andre Miller",1905500,2016
"Gorgui Dieng",1885135,2016
"Mitch McGary",1870559,2016
"Justin Anderson",1852609,2016
"Marcus Thornton",1837127,2016
"Pablo Prigioni",1817254,2016
"Mason Plumlee",1809803,2016
"Jordan Adams",1795841,2016
"Andrea Bargnani",1742522,2016
"Gerald Green",1742522,2016
"Solomon Hill",1737386,2016
"Aaron Gray",1733891,2016
"Sasha Vujacic",1733891,2016
"Rodney Hood",1724038,2016
"Matthew Dellavedova",1722550,2016
"Bobby Portis",1718515,2016
"Rondae Hollis-Jefferson",1707468,2016
"Alonzo Gee",1687677,2016
"Tim Hardaway Jr",1667885,2016
"Nikola Jokic",1662106,2016
"Shabazz Napier",1654997,2016
"Tyus Jones",1639194,2016
"Sasha Kaun",1631421,2016
"Cartier Martin",1624982,2016
"Brandon Rush",1624982,2016
"Luc Mbah a Moute",1624982,2016
"Reggie Bullock",1601247,2016
"Clint Capela",1588871,2016
"Jarell Martin",1573682,2016
"Andre Roberson",1548060,2016
"PJ Hairston",1536092,2016
"Boban Marjanovic",1534251,2016
"Tyler Hansbrough",1516076,2016
"Jeremy Evans",1516076,2016
"Rudy Gobert",1503413,2016
"Jordan Mickey",1497122,2016
"Archie Goodwin",1483314,2016
"CJ Wilcox",1482701,2016
"Larry Nance Jr",1477484,2016
"Chris Copeland",1470324,2016
"Damjan Rudez",1469685,2016
"RJ Hunter",1468585,2016
"Kyle Anderson",1461221,2016
"Chris McCullough",1457846,2016
"Josh Huestis",1457846,2016
"Kevon Looney",1447259,2016
"JaKarr Sampson",1410932,2016
"Cole Aldrich",1407167,2016
"Wesley Johnson",1407167,2016
"Luke Babbitt",1407167,2016
"Ishmael Smith",1407167,2016
"Garrett Temple",1407167,2016
"Glenn Robinson III",1406397,2016
"Ray McCallum",1376681,2016
"Richaun Holmes",1374433,2016
"Jared Cunningham",1328500,2016
"Jon Leuer",1323292,2016
"Donald Sloan",1298259,2016
"E'Twaun Moore",1298259,2016
"Joey Dorsey",1298259,2016
"James Anderson",1298259,2016
"Phil Pressey",1296623,2016
"Rakeem Christmas",1287526,2016
"Joseph Young",1287526,2016
"Walter Tavares",1278543,2016
"Montrezl Harrell",1278543,2016
"Robert Covington",1278543,2016
"Tim Frazier",1264754,2016
"Robert Sacre",1254708,2016
"John Jenkins",1254697,2016
"Thomas Robinson",1254695,2016
"Hassan Whiteside",1254695,2016
"Quincy Acy",1254695,2016
"Christapher Johnson",1254695,2016
"Mike Muscala",1211133,2016
"Troy Daniels",1211133,2016
"Justin Holiday",1211133,2016
"Gal Mekel",1211133,2016
"Ian Clark",1211133,2016
"Dewayne Dedmon",1211133,2016
"Isaiah Canaan",1211133,2016
"Hollis Thompson",1211133,2016
"Allen Crabbe",1211133,2016
"Seth Curry",1211133,2016
"Jeff Withey",1211133,2016
"James Ennis",1207554,2016
"Elton Brand",1138789,2016
"Damien Inglis",1093154,2016
"Markel Brown",1080444,2016
"Cameron Bairstow",1080444,2016
"Dwight Powell",1080444,2016
"Nick Johnson",1080444,2016
"Spencer Dinwiddie",1080444,2016
"James Michael McAdoo",1080444,2016
"Shayne Whittington",1080444,2016
"Tarik Black",1080444,2016
"Jordan Clarkson",1080444,2016
"Russ Smith",1080444,2016
"JaMychal Green",1080444,2016
"Tyler Johnson",1080444,2016
"Johnny O'Bryant",1080444,2016
"Jarnell Stokes",1080444,2016
"Cleanthony Early",1080444,2016
"Langston Galloway",1080444,2016
"Devyn Marble",1080444,2016
"Joe Harris",1080444,2016
"Jerami Grant",1080444,2016
"Eric Moreland",1080444,2016
"Raul Neto",1073976,2016
"Kostas Papanikolaou",1023243,2016
"Pierre Jackson",958907,2016
"Norman Powell",831053,2016
"Jimmer Fredette",799302,2016
"Pat Connaughton",799208,2016
"Ryan Hollins",787461,2016
"Darrun Hilliard",767125,2016
"Lamar Patterson",671354,2016
"Willie Reed",671354,2016
"Aaron Harrison",671354,2016
"Cristiano Felicio",671354,2016
"Salah Mejri",671354,2016
"Maurice Ndour",671354,2016
"Branden Dawson",671354,2016
"Marcelo Huertas",671354,2016
"Anthony Brown",671354,2016
"Michael Frazier",671354,2016
"Josh Richardson",671354,2016
"TJ McConnell",671354,2016
"Cliff Alexander",671354,2016
"Luis Montero",671354,2016
"Duje Dukan",671354,2016
"Jonathon Simmons",671354,2016
"Treveon Graham",671354,2016
"Cory Jefferson",463955,2016
"Elijah Millsap",451243,2016
"Nazr Mohammed",451004,2016
"Jarell Eddie",446252,2016
"Christian Wood",434400,2016
"Sean Kilpatrick",409893,2016
"Michael Beasley",391906,2016
"Jorge Gutierrez",384712,2016
"Jeff Ayres",322052,2016
"Lorenzo Brown",284970,2016
"Andrew Goudelock",256475,2016
"Scottie Wilbekin",255708,2016
"Erick Green",254964,2016
"Greg Smith",252014,2016
"Jordan McRae",221150,2016
"Henry Sims",206654,2016
"Xavier Munford",157961,2016
"Jordan Hamilton",152736,2016
"Alan Williams",146117,2016
"Orlando Johnson",142484,2016
"Jonathan Holmes",127854,2016
"Justin Harper",127110,2016
"Bryce Cotton",127110,2016
"Alex Stepheson",118472,2016
"Chuck Hayes",90199,2016
"Axel Toupane",78982,2016
"Bryce Dejean-Jones",78982,2016
"Keith Appling",78982,2016
"Coty Clarke",78980,2016
"Briante Weber",78980,2016
"Elliot Williams",73805,2016
"Quincy Miller",63927,2016
"Thanasis Antetokounmpo",39490,2016
"JJ O'Brien",39490,2016
"Nate Robinson",33825,2016
"Dorell Wright",22549,2016
"John Holland",11846,2016
"LeBron James",39197185,2017
"Al Horford",33597587,2017
"Kevin Durant",33597587,2017
"James Harden",33597587,2017
"Mike Conley",33597587,2017
"Russell Westbrook",33597587,2017
"DeMar DeRozan",33597587,2017
"Dirk Nowitzki",31647947,2017
"Carmelo Anthony",31090158,2017
"Damian Lillard",30797788,2017
"Chris Bosh",30054232,2017
"Dwight Howard",29749070,2017
"Dwyane Wade",29369295,2017
"Chris Paul",28950057,2017
"Harrison Barnes",27997989,2017
"Andre Drummond",27997989,2017
"Chandler Parsons",27997989,2017
"Hassan Whiteside",27997989,2017
"Anthony Davis",27997989,2017
"Bradley Beal",27997989,2017
"Derrick Rose",26993486,2017
"Brook Lopez",26794006,2017
"Kevin Love",26794006,2017
"DeAndre Jordan",26794006,2017
"Marc Gasol",26794006,2017
"Nicolas Batum",26419157,2017
"LaMarcus Aldridge",26046267,2017
"Blake Griffin",25436169,2017
"Paul Millsap",25409545,2017
"Ryan Anderson",23717432,2017
"Allen Crabbe",23419481,2017
"Paul George",22913113,2017
"Luol Deng",22786522,2017
"Kyrie Irving",22328339,2017
"Kawhi Leonard",22328339,2017
"Jimmy Butler",22219655,2017
"Tobias Harris",21773787,2017
"Wesley Matthews",21705223,2017
"Greg Monroe",21705223,2017
"Enes Kanter",21705223,2017
"Joakim Noah",21520604,2017
"Evan Fournier",21520604,2017
"Bismack Biyombo",21520604,2017
"Klay Thompson",21094717,2017
"Evan Turner",20752752,2017
"Gordon Hayward",20347275,2017
"Timofey Mozgov",20254686,2017
"Ian Mahinmi",20254686,2017
"Goran Dragic",20117619,2017
"DeMarcus Cousins",19946356,2017
"John Wall",19946356,2017
"Kent Bazemore",19913315,2017
"Pau Gasol",19621727,2017
"Tristan Thompson",19407072,2017
"Draymond Green",19407072,2017
"Khris Middleton",19241952,2017
"Danilo Gallinari",19052064,2017
"Jeff Green",18988768,2017
"Reggie Jackson",18933728,2017
"Deron Williams",18843845,2017
"Tony Parker",18286580,2017
"Jonas Valanciunas",18206460,2017
"DeMarre Carroll",17976034,2017
"Rajon Rondo",17722850,2017
"Eric Bledsoe",17722850,2017
"Manu Ginobili",17722850,2017
"Ricky Rubio",16963299,2017
"Rudy Gay",16878904,2017
"Jamal Crawford",16777225,2017
"Robin Lopez",16734485,2017
"Michael Kidd-Gilchrist",16456932,2017
"JR Smith",16203749,2017
"Brandon Knight",15958477,2017
"Jordan Clarkson",15823973,2017
"Arron Afflalo",15823973,2017
"Tyson Chandler",15716370,2017
"Miles Plumlee",15697381,2017
"Eric Gordon",15679235,2017
"John Henson",15529782,2017
"Marvin Williams",15507494,2017
"Serge Ibaka",15507494,2017
"Stephen Curry",15333252,2017
"Nikola Pekovic",15317606,2017
"Kenneth Faried",15290581,2017
"Thaddeus Young",15290581,2017
"Amir Johnson",15191014,2017
"Kemba Walker",15191014,2017
"Kyle Lowry",15191014,2017
"Marcin Gortat",15191014,2017
"Nikola Vucevic",14874535,2017
"Solomon Hill",14823396,2017
"Jeremy Lin",14536856,2017
"Andrew Bogut",14444600,2017
"Courtney Lee",14231449,2017
"Wilson Chandler",14220240,2017
"Andre Iguodala",14091397,2017
"Derrick Favors",13988392,2017
"Austin Rivers",13925096,2017
"Jrue Holiday",13925096,2017
"Joe Johnson",13925096,2017
"Jon Leuer",13914915,2017
"Anderson Varejao",13737308,2017
"Monta Ellis",13625707,2017
"Mirza Teletovic",13292137,2017
"Jared Dudley",13254160,2017
"Al Jefferson",12950566,2017
"Tyreke Evans",12917116,2017
"Zach Randolph",12659178,2017
"Terrence Ross",12659178,2017
"Danny Green",12659178,2017
"Alec Burks",12538277,2017
"Omer Asik",12538276,2017
"Iman Shumpert",12232465,2017
"Matthew Dellavedova",12162306,2017
"Jerryd Bayless",11930116,2017
"Trevor Booker",11709740,2017
"Meyers Leonard",11663514,2017
"Gerald Henderson",11393261,2017
"Moe Harkless",11379037,2017
"Taj Gibson",11329965,2017
"E'Twaun Moore",11141802,2017
"Kris Humphries",10924870,2017
"Ersan Ilyasova",10633710,2017
"Dwight Powell",10602062,2017
"Avery Bradley",10468714,2017
"Tiago Splitter",10443822,2017
"Darrell Arthur",10216178,2017
"Kosta Koufos",10186208,2017
"Tyler Zeller",10127343,2017
"Jeff Teague",10127343,2017
"Kevin Garnett",10127343,2017
"Garrett Temple",10127343,2017
"Anthony Tolliver",10127343,2017
"George Hill",10127343,2017
"Channing Frye",9882984,2017
"Trevor Ariza",9874159,2017
"Jose Calderon",9758234,2017
"Al-Farouq Aminu",9723471,2017
"Cole Aldrich",9676649,2017
"Corey Brewer",9636384,2017
"Festus Ezeli",9367792,2017
"Markieff Morris",9367792,2017
"JJ Redick",9339309,2017
"Cory Joseph",9260189,2017
"DJ Augustin",9177904,2017
"Jeremy Lamb",8861425,2017
"Louis Williams",8861425,2017
"Rodney Stuckey",8861425,2017
"Boris Diaw",8861425,2017
"Sergio Rodriguez",8608241,2017
"Carl Landry",8544945,2017
"Ed Davis",8439453,2017
"Isaiah Thomas",8338767,2017
"Victor Oladipo",8295509,2017
"Jodie Meeks",8279103,2017
"Matt Barnes",8239037,2017
"Aron Baynes",8228466,2017
"Marco Belinelli",8017479,2017
"Jae Crowder",7958076,2017
"Tarik Black",7837297,2017
"Lance Thomas",7837297,2017
"Andrew Nicholson",7708165,2017
"Patrick Patterson",7658803,2017
"Andrew Wiggins",7603862,2017
"Ramon Sessions",7595507,2017
"Ishmael Smith",7595507,2017
"Patrick Beverley",7595507,2017
"Wayne Ellington",7595507,2017
"Alex Abrines",7588879,2017
"Karl-Anthony Towns",7545073,2017
"Ben Simmons",7472915,2017
"Otto Porter",7461296,2017
"Nikola Mirotic",7320106,2017
"Shaun Livingston",7320106,2017
"Josh McRoberts",7320106,2017
"Spencer Hawes",7320106,2017
"Brandan Wright",7228239,2017
"Tim Duncan",7144524,2017
"Boban Marjanovic",7124585,2017
"Wesley Johnson",7124585,2017
"Tyler Johnson",7124585,2017
"Jared Sullinger",7124585,2017
"Brandon Jennings",7073085,2017
"Nick Young",6891553,2017
"Jabari Parker",6803447,2017
"Lance Stephenson",6800094,2017
"D'Angelo Russell",6750886,2017
"Josh Smith",6749531,2017
"Cody Zeller",6732547,2017
"PJ Tucker",6709364,2017
"Brandon Ingram",6686173,2017
"Kyle Korver",6632697,2017
"Darren Collison",6620059,2017
"Larry Sanders",6592547,2017
"Langston Galloway",6582773,2017
"Derrick Williams",6355090,2017
"Jonas Jerebko",6329589,2017
"Luis Scola",6329589,2017
"Roy Hibbert",6329589,2017
"Tony Allen",6329589,2017
"CJ Watson",6329589,2017
"Jason Smith",6329589,2017
"Alexis Ajinca",6156419,2017
"Mike Dunleavy",6123877,2017
"Kyle Singler",6123877,2017
"Joel Embiid",6109522,2017
"Alex Len",6106308,2017
"Jahlil Okafor",6062278,2017
"Jaylen Brown",6004248,2017
"Marcus Morris",5854870,2017
"CJ Miles",5802271,2017
"Jameer Nelson",5747931,2017
"Nerlens Noel",5550404,2017
"Aaron Gordon",5508413,2017
"Greivis Vasquez",5503990,2017
"Kristaps Porzingis",5465879,2017
"Dragan Bender",5413470,2017
"Vince Carter",5397946,2017
"Devin Harris",5352295,2017
"Jose Juan Barea",5186402,2017
"Ben McLemore",5074915,2017
"Thabo Sefolosha",5063671,2017
"James Johnson",5063671,2017
"Udonis Haslem",5063671,2017
"Jordan Hill",5063671,2017
"Leandro Barbosa",5063671,2017
"Dante Exum",4988121,2017
"Kyle O'Quinn",4960815,2017
"Mario Hezonja",4949536,2017
"Kris Dunn",4902292,2017
"Nemanja Bjelica",4810488,2017
"Nick Collison",4747192,2017
"Kentavious Caldwell-Pope",4656449,2017
"Quincy Pondexter",4580063,2017
"Marcus Smart",4530568,2017
"Bojan Bogdanovic",4523149,2017
"Willie Cauley-Stein",4495477,2017
"Will Barton",4472909,2017
"Paul Pierce",4466057,2017
"Buddy Hield",4452486,2017
"Mike Miller",4430712,2017
"Lavoy Allen",4430712,2017
"Brandon Rush",4430712,2017
"Anthony Morrow",4415521,2017
"Trey Burke",4287153,2017
"Kevin Martin",4223102,2017
"KJ McDaniels",4219725,2017
"Mike Scott",4219725,2017
"Troy Daniels",4219228,2017
"Julius Randle",4135905,2017
"Ronnie Price",4115785,2017
"Emmanuel Mudiay",4103852,2017
"CJ McCollum",4075722,2017
"Jamal Murray",4064659,2017
"Patrick Mills",4050937,2017
"Michael Carter-Williams",4030082,2017
"Omri Casspi",3987038,2017
"Steven Adams",3975636,2017
"Kelly Olynyk",3916766,2017
"Shabazz Muhammad",3856364,2017
"Justin Hamilton",3797753,2017
"Dante Cunningham",3797753,2017
"Giannis Antetokounmpo",3791955,2017
"Nik Stauskas",3788942,2017
"Stanley Johnson",3759624,2017
"Quincy Acy",3754085,2017
"Marquese Chriss",3723621,2017
"Seth Curry",3668630,2017
"Zaza Pachulia",3668630,2017
"Nenê",3668630,2017
"James Ennis",3668630,2017
"Dion Waiters",3668630,2017
"Mindaugas Kuzminskas",3668630,2017
"Dewayne Dedmon",3668630,2017
"Tomas Satoransky",3634213,2017
"Tibor Pleiss",3544570,2017
"Noah Vonleh",3482995,2017
"Frank Kaminsky",3455955,2017
"Dennis Schroeder",3428842,2017
"Jakob Poeltl",3422991,2017
"Aaron Brooks",3417978,2017
"Elfrid Payton",3308603,2017
"Justise Winslow",3283082,2017
"Thon Maker",3251636,2017
"Malcolm Delaney",3164794,2017
"Randy Foye",3164794,2017
"Richard Jefferson",3164794,2017
"Martell Webster",3164794,2017
"Doug McDermott",3143324,2017
"Domantas Sabonis",3089092,2017
"Shelvin Mack",3080401,2017
"Myles Turner",3013441,2017
"Tony Snell",2998107,2017
"Archie Goodwin",2976170,2017
"Gorgui Dieng",2973365,2017
"Trey Lyles",2963007,2017
"Mason Plumlee",2947727,2017
"Taurean Prince",2934752,2017
"Dario Saric",2934752,2017
"Tim Hardaway Jr",2888324,2017
"Reggie Bullock",2855460,2017
"Alonzo Gee",2855161,2017
"Zach LaVine",2836770,2017
"Devin Booker",2814895,2017
"Luc Mbah a Moute",2788817,2017
"Georgios Papagiannis",2787855,2017
"Maurice Williams",2778056,2017
"Andre Roberson",2763589,2017
"TJ Warren",2695037,2017
"Rudy Gobert",2685375,2017
"Cameron Payne",2674226,2017
"Joe Ingles",2658427,2017
"Denzel Valentine",2648553,2017
"Tim Frazier",2645768,2017
"Adreian Payne",2559989,2017
"Kelly Oubre",2540241,2017
"Juan Hernangomez",2515935,2017
"Jusuf Nurkic",2432233,2017
